"SYS.STBR-NAME","INV#","OPEN-DATE","CLOSE DATE","PART #","ACCT-MK","DESC","QSHP","QORD","EXT-COST","CORE","SRC"
"Honda of Concord","RO546752","06/16/25","06/16/25","HP90471-PX4-000","HO","WASHER, DRAIN (18MM)",1,1,3.71,,12
"Honda of Concord","RO546752","06/16/25","06/16/25","HP94109-20000","HO","WASHER, DRAIN (20MM)",1,1,0.82,,12
"Honda of Concord","RO546752","06/16/25","06/16/25","HP90471-59C-000","HO","GASKET (10MM)",1,1,2.95,,6
"Honda of Concord","RO546752","06/16/25","06/16/25","HP08200-9015","HO","ATF-TYPE 2.0",5,5,39.50,,9
"Honda of Concord","RO546752","06/16/25","06/16/25","PKBF","HO",,1,1,0.00,,0
"Honda of Concord","RO546752","06/16/25","06/16/25","HP608334","HO","VPS BRK FLUSH",1,1,20.14,,24
"Honda of Concord","RO546752","06/16/25","06/16/25","HP891972","HO","VPS FUEL RAIL CLEANR",1,1,27.99,,24
"Honda of Concord","RO546756","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546756","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546756","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",6,6,15.12,,18
"Honda of Concord","RO546772","06/16/25","06/16/25","HP08L02-THR-102","HO","RAIL, ROOF",1,1,223.30,,7
"Honda of Concord","RO546772","06/16/25","06/16/25","HP08L04-THR-100","HO","CROSSBARS",1,1,134.10,,7
"Honda of Concord","RO546782","06/16/25","06/16/25","HP08L02-THR-102","HO","RAIL, ROOF",1,1,223.30,,7
"Honda of Concord","RO546782","06/16/25","06/16/25","HP08L04-THR-100","HO","CROSSBARS",1,1,134.10,,7
"Honda of Concord","RO546792","06/16/25","06/16/25","HP31500-SR1-100M","HO","*31500-SR1-100MS",1,1,93.16,16.00,55
"Honda of Concord","RO546792","06/16/25","06/16/25","HP31500-SR1-100M","HO","*31500-SR1-100MS",-1,-1,-16.00,,55
"Honda of Concord","RO546797","06/16/25","06/16/25","HP42751-BRI-126","HO","TIRE (235/60R18)",4,4,607.80,,11
"Honda of Concord","RO546797","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546797","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546797","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",4,4,10.08,,18
"Honda of Concord","RO546797","06/16/25","06/16/25","HP42753-SB8-661","HO","VALVE, RIM",4,4,4.12,,1
"Honda of Concord","RO546798","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546798","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546798","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",4,4,10.08,,18
"Honda of Concord","RO546798","06/16/25","06/16/25","HP90471-PX4-000","HO","WASHER, DRAIN (18MM)",1,1,3.71,,12
"Honda of Concord","RO546798","06/16/25","06/16/25","HP90471-59C-000","HO","GASKET (10MM)",2,2,5.90,,6
"Honda of Concord","RO546798","06/16/25","06/16/25","HP08200-HCF2","HO","FLUID (HCF-2)",4,4,33.08,,9
"Honda of Concord","RO546801","06/16/25","06/16/25",,"  ",,,,0.00,,
"Honda of Concord","RO546806","06/16/25","06/16/25","HPR134A-24","  ","FREON",2,2,24.00,,9
"Honda of Concord","RO546808","06/16/25","06/16/25","HP15400-PLM-A02","  ","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546808","06/16/25","06/16/25","HP94109-14000","  ","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546808","06/16/25","06/16/25","HPSAE020","  ","0W20VAL/MAXLIFE",4,4,10.08,,18
"Honda of Concord","RO546816","06/16/25","06/16/25","HP80292-SDA-407","HO","ELEMENT",1,1,17.11,,12
"Honda of Concord","RO546816","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546816","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546816","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",6,6,15.12,,18
"Honda of Concord","RO546816","06/16/25","06/16/25","HP17220-5J6-A10","HO","ELEMENT, AIR CLEANER",1,1,19.12,,12
"Honda of Concord","RO546816","06/16/25","06/16/25","HP54100-TG7-A56ZA","HO","SWITCH SUB-A*NH869L*",0,1,0.00,,6
"Honda of Concord","RO546826","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546826","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546826","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",4,4,10.08,,18
"Honda of Concord","RO546839","06/16/25","06/16/25","HP90471-PX4-000","HO","WASHER, DRAIN (18MM)",1,1,3.71,,12
"Honda of Concord","RO546839","06/16/25","06/16/25","HP94109-20000","HO","WASHER, DRAIN (20MM)",1,1,0.82,,12
"Honda of Concord","RO546839","06/16/25","06/16/25","HP08200-9007","HO","FLUID, DPF II",2,2,12.68,,9
"Honda of Concord","RO546839","06/16/25","06/16/25","HP90471-59C-000","HO","GASKET (10MM)",1,1,2.95,,6
"Honda of Concord","RO546839","06/16/25","06/16/25","HP94109-20000","HO","WASHER, DRAIN (20MM)",1,1,0.82,,12
"Honda of Concord","RO546839","06/16/25","06/16/25","HP08200-9022","HO","HEVF-TYPE 1.0",3,3,24.90,,9
"Honda of Concord","RO546839","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546839","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546839","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",5,5,12.60,,18
"Honda of Concord","RO546839","06/16/25","06/16/25","HP891972","HO","VPS FUEL RAIL CLEANR",1,1,27.99,,24
"Honda of Concord","RO546839","06/16/25","06/16/25","HP08CLA-P99-0F0A8","HO","COOLANT (TYPE-2)",1,1,13.05,,9
"Honda of Concord","RO546839","06/16/25","06/16/25","HP884531","HO","VPS ENG CLEAN",1,1,36.58,,24
"Honda of Concord","RO546842","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546842","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546842","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",5,5,12.60,,18
"Honda of Concord","RO546845","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546845","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546845","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",4,4,10.08,,18
"Honda of Concord","RO546882","06/16/25","06/16/25",,"  ",,,,0.00,,
"Honda of Concord","RO546883","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546883","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546883","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",5,5,12.60,,18
"Honda of Concord","RO546884","06/16/25","06/16/25",,"HO",,,,0.00,,
"Honda of Concord","RO546885","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546885","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546885","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",4,4,10.08,,18
"Honda of Concord","RO546897","06/16/25","06/16/25","HP31500-TZ7-AGM100M","  ","BATTERY ASSY. (L3)",1,1,171.71,16.00,55
"Honda of Concord","RO546897","06/16/25","06/16/25","HP31500-TZ7-AGM100M","  ","BATTERY ASSY. (L3)",-1,-1,-16.00,,55
"Honda of Concord","RO546911","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546911","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546911","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",6,6,15.12,,18
"Honda of Concord","RO546911","06/16/25","06/16/25","PKBF","HO",,1,1,0.00,,0
"Honda of Concord","RO546911","06/16/25","06/16/25","HP608334","HO","VPS BRK FLUSH",1,1,20.14,,24
"Honda of Concord","RO546916","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546916","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546916","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",4,4,10.08,,18
"Honda of Concord","RO546916","06/16/25","06/16/25","HP42753-SB8-661","HO","VALVE, RIM",1,1,1.03,,1
"Honda of Concord","RO546957","06/16/25","06/16/25","HP15400-PLM-A02","  ","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546957","06/16/25","06/16/25","HP94109-14000","  ","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546957","06/16/25","06/16/25","HPSAE020","  ","0W20VAL/MAXLIFE",6,6,15.12,,18
"Honda of Concord","RO546958","06/16/25","06/16/25","HP15400-PLM-A02","HO","FILTER, OIL",1,1,5.62,,12
"Honda of Concord","RO546958","06/16/25","06/16/25","HP94109-14000","HO","WASHER, DRAIN (14MM)",1,1,0.38,,12
"Honda of Concord","RO546958","06/16/25","06/16/25","HPSAE020","HO","0W20VAL/MAXLIFE",4,4,10.08,,18
