SYS.STBR-NAME,PART#,RICHARD ROBINSON,DESC,Best Parts Inc,ROBERT THOMAS,QOH,STAT,MARK GREEN,LAST-RECV-DATE,SRC,BIN1,BIN2,Central Supply,LIST,SARAH BROWN,Great Supply Inc,GRP,ASSORTMENT-CLASS,STAT,Central Supply,THOMAS LEE,MIKE JOHNSON,NANCY ALLEN
Delta Dealer,HP18302-SP0-003,City Cars,"GASKET, EX. PIPE",10.10,0.00,6,,05/29/25,05/21/25,4,194E,,10.10,16.83,,,18302,,,0,1,0.00,194E
Delta Dealer,HP18303-SM4-020,City Cars,"GASKET, MUFFLER",11.38,0.00,2,,06/06/25,06/07/25,4,191F,,11.38,18.97,,,18302,,,0,1,0.00,191F
Delta Dealer,HP18303-SP0-003,City Cars,"GASKET, MUFFLER",9.56,0.00,1,,05/29/25,05/30/25,5,191F,,9.56,15.93,,,18302,,,0,1,0.00,191F
Delta Dealer,HP18303-T2B-A01,City Cars,"GASKET, EX. PIPE",9.42,0.00,2,,06/03/25,06/03/25,4,191F,,9.42,15.70,,,18212,,,0,1,0.00,191F
Delta Dealer,HP18303-TR0-A01,City Cars,"GASKET, EX. PIPE",9.30,0.00,1,,01/15/25,01/16/25,5,191F,,9.30,15.50,,,18212,,,0,1,0.00,191F
Delta Dealer,HP18307-TVA-A15,City Cars,"MUFFLER, R. EX.",596.63,0.00,1,AP,08/23/24,08/21/24,6,SPORD,,596.63,994.38,HP18307-TVA-A14,,18307,,AP,0,1,0.00,SPORD
Delta Dealer,HP18310-3D0-A01,City Cars,"FINISHER, R. EX.",64.67,0.00,1,NS,06/06/25,06/07/25,6,SPORD,,64.67,107.78,,,18310,,NS,0,1,0.00,SPORD
Delta Dealer,HP18310-T2F-A02,City Cars,"FINISHER, EX.",80.28,0.00,1,,10/31/24,10/31/24,8,117,,80.28,133.80,,,18310,,,0,1,0.00,117
Delta Dealer,HP18310-TVA-A03,City Cars,"FINISHER, EX.",82.89,0.00,2,AP,12/27/24,04/12/24,8,117,,82.89,138.15,,,18310,,AP,0,1,0.00,117
Delta Dealer,HP18320-TVA-A03,City Cars,"FINISHER, EX.",82.89,0.00,1,,06/04/25,06/05/25,5,154,,82.89,138.15,,,18310,,,0,1,0.00,154
Delta Dealer,HP18393-SDB-A00,City Cars,"GASKET, PRE CHAMBER",11.72,0.00,3,,06/12/25,06/12/25,4,191F,,11.72,19.53,,,18212,,,0,1,0.00,191F
Delta Dealer,HP18393-SH3-S00,City Cars,GSKT (52.5MM-53.5MM),12.62,0.00,1,AP,03/28/25,05/04/24,8,191G,,12.62,21.03,,0,91810,,AP,0,1,0.00,191G
Delta Dealer,HP18393-SS0-J30,City Cars,GSKT (57.5MM-58.5MM),12.16,0.00,2,,05/20/25,05/15/25,5,191G,,12.16,20.27,,,18999,,,0,1,0.00,191G
Delta Dealer,HP18715-6C1-A01,City Cars,"GASKET, EGR VALVE",3.70,0.00,1,AP,12/17/24,12/17/24,6,192C,,3.70,6.17,,,18715,,AP,0,1,0.00,192C
Delta Dealer,HP18716-R70-A01,City Cars,"GASKET A, EGR PIPE",10.15,0.00,3,,03/27/25,05/01/25,5,191F,,10.15,16.92,,,18715,,,0,1,0.00,191F
Delta Dealer,HP18716-RB0-G01,City Cars,"GASKET A, EGR PIPE",8.32,0.00,1,,06/14/25,05/31/25,4,191F,,8.32,13.87,,,18715,,,0,1,0.00,191F
Delta Dealer,HP18719-R70-A01,City Cars,"GASKET B, EGR PIPE",10.15,0.00,3,,03/27/25,03/28/25,5,191F,,10.15,16.92,,,18715,,,0,1,0.00,191F
Delta Dealer,HP18900-5AA-A01,City Cars,TURBOCHARGER ASSY.,1327.00,350.00,1,,06/13/25,06/14/25,8,180,,"1,327.00","2,041.54",,1,18200,,,0,1,350.00,180
Delta Dealer,HP18900-5PA-A01,City Cars,TURBOCHARGER ASSY.,1140.29,700.00,2,,06/13/25,05/28/25,5,535,,"1,140.29","1,754.29",,0,18200,,,0,1,0.00,535
Delta Dealer,HP18900-64A-A01,City Cars,TURBOCHARGER ASSY.,656.37,0.00,2,,05/14/25,05/16/25,3,180,,656.37,"1,009.80",,,18200,,,0,1,0.00,180
Delta Dealer,HP19010-5AA-A01,City Cars,RADIATOR,203.99,0.00,1,,02/21/25,02/25/25,8,507C,,203.99,339.98,,,19010,,,0,1,0.00,507C
Delta Dealer,HP19010-5BA-A01,City Cars,RADIATOR,203.99,0.00,1,,01/23/25,01/24/25,8,507C,,203.99,339.98,,,19010,,,0,1,0.00,507C
Delta Dealer,HP19010-5J6-A01,City Cars,RADIATOR,230.51,0.00,1,,05/24/25,05/28/25,8,507C,,230.51,384.18,,,19010,,,0,1,0.00,507C
Delta Dealer,HP19010-64S-A01,City Cars,RADIATOR,203.99,0.00,2,AP,10/18/24,09/25/24,8,507C,,203.99,339.98,,,19010,,AP,0,1,0.00,507C
Delta Dealer,HP19010-6A0-A01,City Cars,RADIATOR,203.99,0.00,1,,03/29/25,04/01/25,5,507A,,203.99,339.98,,,19010,,,0,1,0.00,507A
Delta Dealer,HP19010-6B2-A01,City Cars,RADIATOR,203.99,0.00,1,NS,,06/11/25,6,SPORD,,203.99,339.98,,,19010,,NS,0,1,0.00,SPORD
Delta Dealer,HP19010-6L2-A21,City Cars,RADIATOR,203.99,0.00,1,NS,02/26/25,02/27/25,6,507C,,203.99,339.98,,,19010,,NS,0,1,0.00,507C
Delta Dealer,HP19015-5AA-A01,City Cars,SHROUD,33.75,0.00,1,,04/08/25,04/09/25,8,535,,33.75,56.25,,,19015,,,0,1,0.00,535
Delta Dealer,HP19015-R1A-A01,City Cars,SHROUD,38.15,0.00,1,AP,11/10/23,10/31/23,6,535,,38.15,63.58,,,19015,,AP,0,1,0.00,535
Delta Dealer,HP19045-PAA-A01,City Cars,"CAP, RADIATOR",11.95,0.00,1,,11/18/24,11/20/24,8,191G,,11.95,19.92,,,19045,,,0,1,0.00,191G
Delta Dealer,HP19045-RAA-003,City Cars,"CAP, RADIATOR",19.09,0.00,1,,04/25/25,04/26/25,5,191G,,19.09,31.82,,,19045,,,0,1,0.00,191G
Delta Dealer,HP19102-RV0-A00,City Cars,"CAP, RESERVE TANK",8.64,0.00,1,AP,07/10/24,09/04/24,6,199C,,8.64,14.40,,,19102,,AP,0,1,0.00,199C
Delta Dealer,HP19103-R0A-000,City Cars,"HOSE, RESERVE TANK",1.44,0.00,1,AP,01/12/24,01/10/24,8,221A,,1.44,2.40,,,19104,,AP,0,1,0.00,221A
Delta Dealer,HP19103-R1A-A00,City Cars,"HOSE A, RESERVE TANK",2.39,0.00,1,AP,01/12/24,01/10/24,8,221A,,2.39,3.98,,,19104,,AP,0,1,0.00,221A
Delta Dealer,HP19103-R40-A00,City Cars,"TUBE A, RESERVE TANK",0.68,0.00,2,AP,01/10/24,01/06/24,8,221A,,0.68,1.13,,,19104,,AP,0,1,0.00,221A
Delta Dealer,HP19103-R8A-A00,City Cars,"HOSE, RESERVE TANK",1.37,0.00,1,AP,12/07/23,12/09/23,8,221A,,1.37,2.28,,,19104,,AP,0,1,0.00,221A
Delta Dealer,HP19103-RNA-A00,City Cars,"HOSE A, RESERVE TANK",0.62,0.00,1,AP,04/16/24,11/18/22,8,221A,,0.62,1.03,,,19104,,AP,0,1,0.00,221A
Delta Dealer,HP19104-5A2-A00,City Cars,"TUBE, RESERVE TANK",3.07,0.00,1,AP,08/16/24,08/17/24,8,221B,,3.07,5.12,,,19104,,AP,0,1,0.00,221B
Delta Dealer,HP19104-R40-A00,City Cars,"TUBE B, RESERVE TANK",1.44,0.00,2,AP,01/10/24,01/06/24,8,221B,,1.44,2.40,,,19104,,AP,0,1,0.00,221B
Delta Dealer,HP19104-RNA-A00,City Cars,"HOSE B, RESERVE TANK",2.39,0.00,1,AP,04/16/24,11/18/22,8,221B,,2.39,3.98,,,19104,,AP,0,1,0.00,221B
Delta Dealer,HP19118-6A0-A01,City Cars,"CLAMP, OVERFLOW TUBE",0.23,0.00,2,AP,08/27/24,08/27/24,6,228B,,0.23,0.38,,,90650,,AP,0,1,0.00,228B
Delta Dealer,HP19200-51B-H01,City Cars,NANCY ALLEN,90.59,0.00,1,,12/26/24,12/26/24,12,194,,90.59,150.98,,,19200,,,0,1,0.00,194
Delta Dealer,HP19200-59B-003,City Cars,NANCY ALLEN,96.70,0.00,2,,06/13/25,06/14/25,12,193,,96.70,161.17,,,19200,,,0,1,0.00,193
Delta Dealer,HP19200-5A2-A01,City Cars,WATER PUMP ASSY.,98.89,0.00,3,,06/13/25,06/14/25,12,118,,98.89,164.82,,0,19200,,,0,1,0.00,118
Delta Dealer,HP19200-5J0-A01,City Cars,NANCY ALLEN,93.44,0.00,1,,03/06/25,03/07/25,12,193,,93.44,155.73,,,19200,,,0,1,0.00,193
Delta Dealer,HP19200-6A0-A01,City Cars,NANCY ALLEN,97.18,0.00,1,,06/14/25,06/10/25,12,118,,97.18,161.97,,,19200,,,0,1,0.00,118
Delta Dealer,HP19200-6B2-A01,City Cars,NANCY ALLEN,100.96,0.00,1,,06/07/25,06/10/25,12,118,,100.96,168.27,,,19200,,,0,1,0.00,118
Delta Dealer,HP19200-P0A-003,City Cars,NANCY ALLEN,76.67,0.00,1,,01/07/25,01/04/25,12,193,,76.67,127.78,,0,19200,,,0,1,0.00,193
Delta Dealer,HP19200-P8A-A02,City Cars,NANCY ALLEN,202.69,0.00,1,,03/12/25,03/12/25,12,194,,202.69,337.82,HP19200-P8F-A01,0,19200,,,0,1,0.00,194
Delta Dealer,HP19200-PLM-A01,City Cars,NANCY ALLEN,85.86,0.00,1,AP,12/13/24,06/04/24,12,194,,85.86,143.10,,,19200,,AP,0,1,0.00,194
Delta Dealer,HP19200-R1A-A01,City Cars,NANCY ALLEN,97.26,0.00,3,,05/21/25,05/22/25,12,193,,97.26,162.10,,,19200,,,0,1,0.00,193
Delta Dealer,HP19200-R40-A01,City Cars,NANCY ALLEN,93.44,0.00,2,,05/21/25,05/22/25,12,194,,93.44,155.73,,,19200,,,0,1,0.00,194
Delta Dealer,HP19200-R5A-A01,City Cars,NANCY ALLEN,93.44,0.00,2,,05/23/25,05/24/25,12,118,,93.44,155.73,,,19200,,,0,1,0.00,118
Delta Dealer,HP19200-RAA-A01,City Cars,NANCY ALLEN,150.78,0.00,1,,06/10/25,06/10/25,12,193,,150.78,251.30,HP19200-RFE-003,,19200,,,0,1,0.00,193
Delta Dealer,HP19200-RDF-A01,City Cars,NANCY ALLEN,97.18,0.00,2,,05/13/25,05/14/25,12,118,,97.18,161.97,,,19200,,,0,1,0.00,118
Delta Dealer,HP19200-RDV-J01,City Cars,NANCY ALLEN,150.42,0.00,12,,06/16/25,06/05/25,12,191,,150.42,250.70,,0,19200,,,0,1,0.00,191
Delta Dealer,HP19301-P8E-A10,City Cars,THERMOSTAT ASSY.,60.92,0.00,2,,05/03/25,05/06/25,5,222A,,60.92,101.53,HP19301-PR7-306,0,19300,,,0,1,0.00,222A
Delta Dealer,HP19301-PAA-306,City Cars,THERMOSTAT ASSY.,34.60,0.00,1,AP,12/02/24,02/13/24,8,191H,,34.60,57.67,,0,19300,,AP,0,1,0.00,191H
Delta Dealer,HP19301-PNA-003,City Cars,THERMOSTAT ASSY.,79.29,0.00,2,,10/11/24,10/11/24,8,222A,,79.29,132.15,,,19300,,,0,1,0.00,222A
Delta Dealer,HP19301-RAA-A02,City Cars,THERMOSTAT ASSY.,79.31,0.00,3,AP,05/08/24,05/02/24,8,222A,,79.31,132.18,,,19300,,AP,0,1,0.00,222A
Delta Dealer,HP19301-RMX-306,City Cars,THERMOSTAT ASSY.,48.20,0.00,1,AP,,,6,222A,,48.20,80.33,,,19300,,AP,0,1,0.00,222A
Delta Dealer,HP19301-RNA-315,City Cars,THERMOSTAT ASSY.,47.46,0.00,1,,06/16/25,05/30/25,4,222A,,47.46,79.10,,,19300,,,0,1,0.00,222A
Delta Dealer,HP19305-PNA-003,City Cars,SEAL,5.55,0.00,1,AP,11/23/24,11/23/24,6,190F,,5.55,9.25,HP19305-RAA-A01,,19305,,AP,0,1,0.00,190F
Delta Dealer,HP19310-5A2-A02,City Cars,Noble Components,52.03,0.00,1,,06/11/25,06/12/25,5,222A,,52.03,86.72,,,19311,,,0,1,0.00,222A
Delta Dealer,HP19310-6A0-A01,City Cars,Noble Components,40.99,0.00,1,,03/21/25,04/09/24,5,222A,,40.99,68.32,,,19311,,,0,1,0.00,222A
Delta Dealer,HP19316-6C1-A01,City Cars,"GASKET, WATER OUTLET",9.87,0.00,1,AP,11/08/23,11/15/23,6,115,,9.87,16.45,,,91810,,AP,0,1,0.00,115
Delta Dealer,HP19321-59B-004,City Cars,GASKET,3.98,0.00,1,,01/20/25,10/04/24,8,191,,3.98,6.63,,,91810,,,0,1,0.00,191
Delta Dealer,HP19322-5A2-A00,City Cars,SEAL,6.95,0.00,1,,05/19/25,05/15/25,8,192E,,6.95,11.58,,,91510,,,0,1,0.00,192E
Delta Dealer,HP19322-PNA-003,City Cars,SEAL,5.65,0.00,2,,05/23/25,02/25/25,8,191D,,5.65,9.42,HP19322-RAA-A01,,91510,,,0,1,0.00,191D
Delta Dealer,HP19366935,City Cars,ANTHONY LOPEZ,79.17,0.00,20,,02/24/25,01/12/24,39,139,,79.17,109.95,,,,,,0,1,0.00,139
Delta Dealer,HP19410-5A2-A00,City Cars,"PASSAGE, WATER",123.71,0.00,1,AP,03/20/25,03/21/25,6,SPORD,,123.71,206.18,,,19999,,AP,0,1,0.00,SPORD
Delta Dealer,HP19411-5A2-A00,City Cars,O-RING,3.11,0.00,2,,05/19/25,05/15/25,8,191G,,3.11,5.18,,,91310,,,0,1,0.00,191G
Delta Dealer,HP19411-5G0-A02,City Cars,"GASKET, FR.",5.70,0.00,1,NS,03/10/25,03/21/25,6,191G,,5.70,9.50,,,91810,,NS,0,1,0.00,191G
Delta Dealer,HP19411-P8A-A03,City Cars,"GASKET, FR.",4.93,0.00,3,,03/27/25,03/28/25,5,191G,,4.93,8.22,,,91810,,,0,1,0.00,191G
Delta Dealer,HP19412-5A2-A00,City Cars,O-RING,0.39,0.00,2,AP,05/20/25,05/15/25,6,191D,,0.39,0.65,,,91310,,AP,0,1,0.00,191D
Delta Dealer,HP19412-5G0-A01,City Cars,"GASKET, RR.",3.03,0.00,1,NS,03/10/25,03/21/25,6,191D,,3.03,5.05,,,91810,,NS,0,1,0.00,191D
Delta Dealer,HP19412-P8A-A02,City Cars,"GASKET, RR.",2.81,0.00,4,,04/24/25,05/01/25,4,191H,,2.81,4.68,,0,91810,,,0,1,0.00,191H
Delta Dealer,HP19422-R1A-A01,City Cars,HOSE (ATF),7.80,0.00,1,AP,,,6,221D,,7.80,13.00,,,91410,,AP,0,1,0.00,221D
Delta Dealer,HP19501-R40-A01,City Cars,"HOSE, WATER (UPPER)",19.29,0.00,1,AP,01/10/24,01/06/24,8,221,,19.29,32.15,,,19501,,AP,0,1,0.00,221
Delta Dealer,HP19501-RCA-A00,City Cars,"HOSE, WATER (UPPER)",76.07,0.00,1,AP,08/16/24,08/16/24,6,221,,76.07,126.78,,,19501,,AP,0,1,0.00,221
Delta Dealer,HP19501-RNA-A01,City Cars,"HOSE, WATER (UPPER)",13.12,0.00,1,AP,04/16/24,05/11/23,6,221,,13.12,21.87,,,19501,,AP,0,1,0.00,221
Delta Dealer,HP19502-5A2-A01,City Cars,"HOSE, WATER (LOWER)",18.92,0.00,1,,12/11/24,12/11/24,8,222,,18.92,31.53,,,19501,,,0,1,0.00,222
Delta Dealer,HP19502-5AA-A00,City Cars,"HOSE A, WATER",36.83,0.00,1,NS,01/17/25,01/14/25,6,532,,36.83,61.38,,,19501,,NS,0,1,0.00,532
Delta Dealer,HP19503-RAA-A01,City Cars,Hope Parts Ltd,48.80,0.00,1,,04/24/25,05/03/25,8,190G,,48.80,81.33,,,19999,,,0,1,0.00,190G
Delta Dealer,HP19503-RNB-A01,City Cars,Hope Parts Ltd,56.92,0.00,1,NS,01/28/25,12/04/24,6,190G,,56.92,94.87,,,19999,,NS,0,1,0.00,190G
Delta Dealer,HP19504-R1B-A01,City Cars,"HOSE, WATER (LOWER)",10.98,0.00,1,,04/19/25,04/22/25,8,222,,10.98,18.30,,,19501,,,0,1,0.00,222
Delta Dealer,HP19504-RAA-A00,City Cars,"HOSE, BYPASS INLET",7.26,0.00,2,AP,06/18/24,01/06/24,8,222H,,7.26,12.10,,,19503,,AP,0,1,0.00,222H
Delta Dealer,HP19505-RZY-A51,City Cars,"HOSE, WATER (LOWER)",23.42,0.00,2,,04/17/25,04/18/25,8,222,,23.42,39.03,,,19501,,,0,1,0.00,222
Delta Dealer,HP19506-R40-A01,City Cars,"HOSE, WATER (LOWER)",17.78,0.00,1,AP,01/10/24,01/06/24,8,222,,17.78,29.63,,,19501,,AP,0,1,0.00,222
Delta Dealer,HP19506-RNA-A01,City Cars,"HOSE, THERMOBODY IN.",4.07,0.00,1,AP,04/16/24,11/18/22,8,222H,,4.07,6.78,,,19507,,AP,0,1,0.00,222H
Delta Dealer,HP19507-RNA-A01,City Cars,"HOSE, THERMOBODY OUT",4.46,0.00,1,AP,04/16/24,11/18/22,8,222H,,4.46,7.43,,,19507,,AP,0,1,0.00,222H
Delta Dealer,HP19508-PNB-000,City Cars,HOSE,12.04,0.00,1,AP,11/18/23,05/05/21,8,221B,,12.04,20.07,,,19507,,AP,0,1,0.00,221B
Delta Dealer,HP19508-R40-A01,City Cars,HOSE,10.19,0.00,1,AP,01/10/24,01/06/24,8,221C,,10.19,16.98,,,19507,,AP,0,1,0.00,221C
Delta Dealer,HP19508-RNA-A01,City Cars,"HOSE, BYPASS",2.14,0.00,1,AP,04/16/24,03/24/21,8,221B,,2.14,3.57,,,19503,,AP,0,1,0.00,221B
Delta Dealer,HP19509-PNB-000,City Cars,HOSE,9.10,0.00,1,AP,11/18/23,04/24/21,8,221C,,9.10,15.17,,,19507,,AP,0,1,0.00,221C
Delta Dealer,HP19509-RNA-A01,City Cars,"HOSE, DEVICE",10.25,0.00,1,AP,04/16/24,04/17/24,8,221C,,10.25,17.08,,,91410,,AP,0,1,0.00,221C
Delta Dealer,HP19514-R40-A00,City Cars,MARK GREEN,6.86,0.00,1,AP,01/10/24,01/06/24,8,221C,,6.86,11.43,,,19503,,AP,0,1,0.00,221C
Delta Dealer,HP19521-R70-A00,City Cars,"HOSE A, WATER",8.22,0.00,2,AP,01/10/24,06/16/23,8,221D,,8.22,13.70,,,19503,,AP,0,1,0.00,221D
Delta Dealer,HP19522-R70-A00,City Cars,"HOSE B, WATER",7.07,0.00,1,AP,02/28/25,04/12/24,8,221D,,7.07,11.78,,,19503,,AP,0,1,0.00,221D
Delta Dealer,HP19523-R70-A01,City Cars,"HOSE C, WATER",1.70,0.00,1,AP,01/10/24,08/22/23,8,221D,,1.70,2.83,,,91410,,AP,0,1,0.00,221D
Delta Dealer,HP19524-59B-004,City Cars,GASKET,0.97,0.00,3,,06/13/25,05/23/25,4,191G,,0.97,1.62,,,91810,,,0,1,0.00,191G
Delta Dealer,HP19710-5PA-A01,City Cars,Ocean Supply Inc,162.73,0.00,1,,03/19/25,03/19/25,5,554D,,162.73,271.22,,,19700,,,0,1,0.00,554D
Delta Dealer,HP19710-6A0-A01,City Cars,Ocean Supply Inc,177.82,0.00,1,,06/12/25,06/12/25,5,554D,,177.82,296.37,,,19700,,,0,1,0.00,554D
Delta Dealer,HP19716-5AA-A01,City Cars,Liberty Supply,20.17,0.00,1,,05/05/25,05/06/25,4,192A,,20.17,33.62,,,91810,,,0,1,0.00,192A
Delta Dealer,HP19716-6A0-A01,City Cars,Liberty Supply,20.17,0.00,1,,06/13/25,06/07/25,6,192A,,20.17,33.62,,,91810,,,0,1,0.00,192A
Delta Dealer,HP21032,City Cars,MATTHEW KING,1.41,0.00,29,AP,09/18/24,07/16/20,19,195D,,1.41,4.95,,,,,AP,0,1,0.00,195D
Delta Dealer,HP21761,City Cars,RUTH CARTER,2.61,0.00,1,,05/02/25,,19,195E,,2.61,4.02,,,,,,0,1,0.00,195E
Delta Dealer,HP21814-RJ2-003,City Cars,"GASKET, OIL PAN",9.96,0.00,1,,05/02/25,04/11/25,5,115,,9.96,16.60,,,11251,,,0,1,0.00,115
Delta Dealer,HP22100-RX0-005,City Cars,FLYWHEEL,478.20,0.00,1,AP,02/15/24,02/16/24,8,118,,478.20,797.00,,,22100,,AP,0,1,0.00,118
Delta Dealer,HP22810-57A-006,City Cars,BEARING,38.35,0.00,2,,04/02/25,04/01/25,5,192A,,38.35,63.92,,0,22863,,,0,1,0.00,192A
Delta Dealer,HP23990-RPF-000,City Cars,SHIM V (32MM) (2.32),5.87,0.00,1,AP,05/29/24,06/06/24,6,192D,,5.87,9.78,,,90410,,AP,0,1,0.00,192D
Delta Dealer,HP240566,City Cars,MIRROS,350.00,0.00,1,NS,02/07/25,,6,SPORD,,350.00,400.00,,,,,NS,0,1,0.00,SPORD
Delta Dealer,HP25420-5T0-003,City Cars,STRAINER ASSY.,95.51,0.00,1,NS,01/27/25,02/28/25,6,181,,95.51,159.18,,,25420,,NS,0,1,0.00,181
Delta Dealer,HP25430-PLR-003,City Cars,FILTER (ATF),41.03,0.00,1,,06/11/25,06/12/25,4,192A,,41.03,68.38,,,25420,,,0,1,0.00,192A
Delta Dealer,HP25450-P4V-013,City Cars,FILTER,22.44,0.00,1,,05/02/25,01/29/25,5,192A,,22.44,37.40,HP25450-P4V-003,,25420,,,0,1,0.00,192A
Delta Dealer,HP25564-5LJ-A01,City Cars,O-RING,2.15,0.00,1,NS,05/16/25,05/13/25,6,118,,2.15,3.58,HP25564-5LJ-006,,91310,,NS,0,1,0.00,118
Delta Dealer,HP25565-5LJ-A01,City Cars,O-RING,3.81,0.00,1,,05/16/25,05/13/25,6,118,,3.81,6.35,HP25565-5LJ-006,,91310,,,0,1,0.00,118
Delta Dealer,HP25615-5DL-003,City Cars,"CAP, FILLER (ATF)",22.90,0.00,1,NS,,05/28/25,6,SPORD,,22.90,38.17,,,90690,,NS,0,1,0.00,SPORD
Delta Dealer,HP25615-5T0-004,City Cars,"CAP, FILLER (ATF)",11.47,0.00,2,,06/09/25,06/10/25,4,192B,,11.47,19.12,,,90690,,,0,1,0.00,192B
Delta Dealer,HP25618-5T0-000,City Cars,"LABEL, OIL NOTICE",2.03,0.00,4,,06/13/25,06/03/25,3,192B,,2.03,3.38,,,87533,,,0,1,0.00,192B
Delta Dealer,HP28250-RPC-003,City Cars,"SOLENOID, LINEAR",392.17,0.00,1,AP,06/07/24,04/09/24,6,181,,392.17,653.62,HP28250-PRP-013,,28200,,AP,0,1,0.00,181
Delta Dealer,HP28252-RPC-000,City Cars,SUSAN LEWIS,5.55,0.00,1,AP,07/23/24,08/09/24,8,192C,,5.55,9.25,,,91810,,AP,0,1,0.00,192C
Delta Dealer,HP28262-PRP-000,City Cars,MATTHEW KING,5.95,0.00,1,,06/07/25,06/10/25,8,192C,,5.95,9.92,,,91810,,,0,1,0.00,192C
Delta Dealer,HP28451-PRP-010,City Cars,Elite Components,5.95,0.00,1,NS,06/07/25,06/05/25,6,115,,5.95,9.92,HP28451-PRP-000,,91810,,NS,0,1,0.00,115
Delta Dealer,HP28600-R36-004,City Cars,"SW, AT OIL PRESSURE",62.39,0.00,1,,01/08/25,01/09/25,8,192B,,62.39,103.98,,0,37240,,,0,1,0.00,192B
Delta Dealer,HP28600-R94-004,City Cars,"SW, AT OIL PRESSURE",76.59,0.00,2,,04/16/25,04/18/25,5,192B,,76.59,127.65,,,37240,,,0,1,0.00,192B
Delta Dealer,HP28600-RCL-004,City Cars,"SW, AT OIL PRESSURE",76.58,0.00,1,,12/27/24,12/28/24,5,192B,,76.58,127.63,,0,37240,,,0,1,0.00,192B
Delta Dealer,HP28600-RKE-004,City Cars,"SW, AT OIL PRESSURE",78.41,0.00,1,,01/28/25,01/30/25,5,192B,,78.41,130.68,HP28600-RGR-004,0,37240,,,0,1,0.00,192B
Delta Dealer,HP28600-RPC-004,City Cars,"SW, AT OIL PRESSURE",74.70,0.00,1,,05/27/25,05/29/25,5,192B,,74.70,124.50,HP28600-RPC-013,,37240,,,0,1,0.00,192B
Delta Dealer,HP28610-R36-004,City Cars,"SW, AT OIL PRESSURE",74.68,0.00,1,,05/20/25,05/20/25,5,192C,,74.68,124.47,,0,37240,,,0,1,0.00,192C
Delta Dealer,HP28610-RKE-004,City Cars,"SW, AT OIL PRESSURE",78.41,0.00,1,,03/31/25,04/01/25,5,192C,,78.41,130.68,"HP28610-RGR-004
HP28610-RAY-013",0,37240,,,0,1,0.00,192C
Delta Dealer,HP28660-6GA-003,City Cars,"SENSOR, OIL PRESSURE",56.05,0.00,1,,05/27/25,05/28/25,5,192A,,56.05,93.42,HP28660-R9L-003,,37240,,,0,1,0.00,192A
Delta Dealer,HP28810-RPC-013,City Cars,PICK-UP ASSY.,22.32,0.00,1,AP,07/06/24,12/13/24,8,190G,,22.32,37.20,HP28810-RPC-003,,24999,,AP,0,1,0.00,190G
Delta Dealer,HP28820-RJ2-003,City Cars,PICK-UP ASSY.,25.71,0.00,1,,06/02/25,06/03/25,5,192C,,25.71,42.85,,,24999,,,0,1,0.00,192C
Delta Dealer,HP28900-RJ2-003,City Cars,"SENSOR, POSITION",127.99,0.00,1,NS,,03/08/25,6,SPORD,,127.99,213.32,,,36999,,NS,0,1,0.00,SPORD
Delta Dealer,HP28900-RPC-013,City Cars,"SENSOR, POSITION",134.02,0.00,1,AP,02/14/25,10/27/23,6,192F,,134.02,223.37,HP28900-RCR-013,,36999,,AP,0,1,0.00,192F
Delta Dealer,HP30520-59B-023,City Cars,Central Supply,45.66,0.00,1,,06/03/25,06/05/25,4,119,,45.66,76.10,HP30520-59B-013,,30500,,,0,1,0.00,119
Delta Dealer,HP30520-5R0-013,City Cars,Central Supply,61.95,0.00,1,,05/31/25,06/03/25,5,126,,61.95,103.25,HP30520-5R0-003,,30500,,,0,1,0.00,126
Delta Dealer,HP30520-R70-S01,City Cars,Great Supply Inc,73.70,0.00,1,,05/22/25,05/23/25,4,119,,73.70,122.83,,,30500,,,0,1,0.00,119
Delta Dealer,HP30520-RN0-S01,City Cars,Great Supply Inc,57.61,0.00,6,,01/29/25,01/29/25,5,190A,,57.61,96.02,HP30520-RN0-A01,,30500,,,0,1,0.00,190A
Delta Dealer,HP30530-PPL-A01,City Cars,"SENSOR, KNOCK",115.59,0.00,1,,03/14/25,03/15/25,5,192F,,115.59,192.65,HP30530-PNA-003,,30999,,,0,1,0.00,192F
Delta Dealer,HP30530-R1A-A01,City Cars,"SENSOR, KNOCK",115.14,0.00,1,,04/26/25,04/29/25,5,193E,,115.14,191.90,,,36999,,,0,1,0.00,193E
Delta Dealer,HP31100-5A2-A02,City Cars,ALTERNATOR (AHGA88),369.21,0.00,2,,06/02/25,06/04/25,5,104,,369.21,615.35,HP31100-5A2-A01,,31100,,,0,1,0.00,104
Delta Dealer,HP31100-5FK-T01,City Cars,ALTERNATOR (AHGA115),504.19,0.00,1,AP,12/06/24,11/29/24,6,117,,504.19,840.32,,,31100,,AP,0,1,0.00,117
Delta Dealer,HP31100-5X6-J01RM,City Cars,ALTERNATOR ASSY.,310.69,75.00,1,,05/30/25,05/13/25,8,104,,310.69,517.82,,0,311RM,,,0,1,0.00,104
Delta Dealer,HP31100-RAA-A05,City Cars,ALTERNATOR (CSC29),339.34,0.00,1,AP,09/14/24,09/14/24,6,117,,339.34,565.57,HP31100-RAA-A04,,31100,,AP,0,1,0.00,117
Delta Dealer,HP31110-59B-014,City Cars,"BELT, ALTERNATOR",42.47,0.00,3,,06/13/25,06/14/25,12,100H,,42.47,70.78,,,31110,,,0,1,0.00,100H
